Service/Page Category,Competitor or Source Name,URL,Market/Location,Page Type,Wording/Vocabulary Notes,CTA Notes,Trust Signal Notes,Layout/UX Notes,Pricing/Offer Notes if public,Compliance/Safety Notes,What Dive Factor Can Do Better,Date Reviewed
Camp try-scuba / youth aquatic programs,Youth Aquatic Programs - Force-E Scuba Centers,https://www.force-e.com/courses/youth-programs,Not clearly stated,Training service page,Keep your kids active by signing them up to get scuba diving certified!,Direct CTA not obvious from top page copy,Certification language,Standard service-page structure,No public pricing surfaced in reviewed top-page content,No major compliance marker in top-page content,"Use safer, parent-friendly wording with clearer group-fit language and stronger camp/day-of logistics framing.",2026-06-16
Camp try-scuba / youth aquatic programs,Home - AQUANAUTS,https://www.adaptivescubaprograms.org/page/497025722,Not clearly stated,Article / guide,"AQUANAUTS ADAPTIVE AQUATICS is a non-profit organization whose activities are conducted utilizing the guidelines developed by HANDICAPPED SCUBA ASSOCIATION facilitating Adaptive SCUBA Programs for the purposes of community outreach activities supporting veterans and indivdiuals with disabilities; providing all participants with a sense of accomplishment, self-confidence, and independence.",Direct CTA not obvious from top page copy,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,No major compliance marker in top-page content,"Use safer, parent-friendly wording with clearer group-fit language and stronger camp/day-of logistics framing.",2026-06-16
Camp try-scuba / youth aquatic programs,Kids Scuba Week (Pool &amp; Classroom) - East Coast Divers,https://ecdivers.com/ecd_class/scuba-camp-pool-classroom,Not clearly stated,Program page,"Kids Week 2026&#8211; August 24th-28th Pool sessions will be at the Bentley University Pool at the Dana Sports Center in Waltham Looking for an exciting summer experience for your child? Our Kids Week Scuba Program (sometimes called Scuba Camp, though we’re not an official “camp” due to licensing requirements) is a week-long open water diver ...",Direct CTA not obvious from top page copy,Experience/tenure signal,Standard service-page structure,No public pricing surfaced in reviewed top-page content,No major compliance marker in top-page content,"Use safer, parent-friendly wording with clearer group-fit language and stronger camp/day-of logistics framing.",2026-06-16
Camp try-scuba / youth aquatic programs,Teen Scuba Camps and Summer Programs | Broadreach,https://www.gobroadreach.com/program-types/scuba-diving-summer-programs,Not clearly stated,Training service page,Join the world leader in teen scuba diving training on our summer programs. Explore the best dive sites &amp; advance your diving skills.,Direct CTA not obvious from top page copy,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,No major compliance marker in top-page content,"Use safer, parent-friendly wording with clearer group-fit language and stronger camp/day-of logistics framing.",2026-06-16
Camp try-scuba / youth aquatic programs,Scuba Diving at Catalina Sea Camp | NAUI-led Training,https://catalinaseacamp.org/diving,Not clearly stated,Training service page,"Scuba diving summer camp for ages 12+. Learn to scuba dive on Catalina Island with NAUI-led training at Toyon Bay with shore, boat, dive park &amp; night dives.",Request/quote CTA,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,NAUI referenced,"Use safer, parent-friendly wording with clearer group-fit language and stronger camp/day-of logistics framing.",2026-06-16
Camp try-scuba / youth aquatic programs,"Kids Programs | Scuba Outfitters, LLC",https://www.scubaoutfittersnaples.com/junior-divers,Not clearly stated,Program page,"Kids Programs | Scuba Outfitters, LLC | Scuba Outfitters, LLC | Kids Programs | 2026 Kids Scuba Summer Camps | Registration is NOW OPEN! | Scuba Outfitters offers 2 different | Kids Scuba Camp options for ages 8-17!",Direct CTA not obvious from top page copy,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,No major compliance marker in top-page content,"Use safer, parent-friendly wording with clearer group-fit language and stronger camp/day-of logistics framing.",2026-06-16
Camp try-scuba / youth aquatic programs,Youth Scuba,https://ymcacollier.org/youth-scuba.html,Not clearly stated,Program page,Youth Scuba | YMCA of Collier County | DISCOVER SCUBA | QUESTIONS? | OUR MISSION | NORTH CAMPUS | SOUTH CAMPUS | QUICK LINKS,Direct CTA not obvious from top page copy,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,No major compliance marker in top-page content,"Use safer, parent-friendly wording with clearer group-fit language and stronger camp/day-of logistics framing.",2026-06-16
Camp try-scuba / youth aquatic programs,Summer Scuba Camp,https://yssdive.com/courses/summer-scuba-camp,Not clearly stated,Training service page,Web Tacoma Summer Camp Flyer by John Yackel,Direct CTA not obvious from top page copy,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,No major compliance marker in top-page content,"Use safer, parent-friendly wording with clearer group-fit language and stronger camp/day-of logistics framing.",2026-06-16
Camp try-scuba / youth aquatic programs,Introduction to Scuba (Introductory experience-ISO 11121) - Supervised Diver - NAUI Worldwide,https://www.naui.org/learn/supervised-diver/introduction-to-scuba-introductory-experienceiso-11121,Not clearly stated,Training service page,Beginner level courses are designed to introduce new divers to the fundamentals of diving. These courses provide the necessary skills and knowledge to dive,Direct CTA not obvious from top page copy,Experience/tenure signal,About section,No public pricing surfaced in reviewed top-page content,NAUI referenced,"Use safer, parent-friendly wording with clearer group-fit language and stronger camp/day-of logistics framing.",2026-06-16
Camp try-scuba / youth aquatic programs,Young Aquatic Explorers - Recognition - NAUI Worldwide,https://www.naui.org/learn/recognition/young-aquatic-explorers,Not clearly stated,Training service page,Beginner level courses are designed to introduce new divers to the fundamentals of diving. These courses provide the necessary skills and knowledge to dive,Direct CTA not obvious from top page copy,Trust signal light or generic,About section,No public pricing surfaced in reviewed top-page content,NAUI referenced,"Use safer, parent-friendly wording with clearer group-fit language and stronger camp/day-of logistics framing.",2026-06-16
Camp try-scuba / youth aquatic programs,Skin Diver - Apnea - NAUI Worldwide,https://www.naui.org/learn/apnea/skin-diver,Not clearly stated,Training service page,Beginner level courses are designed to introduce new divers to the fundamentals of diving. These courses provide the necessary skills and knowledge to dive,Direct CTA not obvious from top page copy,Trust signal light or generic,About section,No public pricing surfaced in reviewed top-page content,NAUI referenced,"Use safer, parent-friendly wording with clearer group-fit language and stronger camp/day-of logistics framing.",2026-06-16
Camp try-scuba / youth aquatic programs,Open Water Scuba Diver (Autonomous-ISO Level 2) - Entry-Level - NAUI Worldwide,https://www.naui.org/learn/entry-level/open-water-scuba-diver-autonomousiso-level-2,Not clearly stated,Training service page,Beginner level courses are designed to introduce new divers to the fundamentals of diving. These courses provide the necessary skills and knowledge to dive,Direct CTA not obvious from top page copy,Trust signal light or generic,About section,No public pricing surfaced in reviewed top-page content,NAUI referenced,"Use safer, parent-friendly wording with clearer group-fit language and stronger camp/day-of logistics framing.",2026-06-16
Camp try-scuba / youth aquatic programs,PADI Discover Scuba Diving Course - First Time Scuba Divers,https://store.padi.com/en-us/ns/courses/discover-scuba-diving/p/discover-scuba-diving,Not clearly stated,Training service page,"During a Discover Scuba® Diving experience, you can try scuba diving for the first time in a pool or calm water environment.",Direct CTA not obvious from top page copy,Experience/tenure signal; Team/expert framing,Standard service-page structure,No public pricing surfaced in reviewed top-page content,PADI referenced,"Use safer, parent-friendly wording with clearer group-fit language and stronger camp/day-of logistics framing.",2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,Training - Divers Alert Network,https://dan.org/education-events/training,Not clearly stated,Training service page,"DAN offers first-class safety training and education to divers, dive professionals, dive center operators and medical professionals around the world. DAN Instructors are among the most experienced and capable in the industry. Their passion for teaching combined with DAN’s ongoing commitment to keeping diver’s safe sets our programs apart.",Direct CTA not obvious from top page copy,Experience/tenure signal,Standard service-page structure,No public pricing surfaced in reviewed top-page content,DAN referenced; Safety/standards language,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,First Aid Courses - Divers Alert Network,https://dan.org/education-events/instructor-led-courses,Not clearly stated,Training service page,"Whether it&#039;s being on the scene of an accident or witnessing a medical emergency, most people will be involved in a crisis at some point in their lives.",Direct CTA not obvious from top page copy,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,DAN referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,First Aid Courses - DAN World,https://world.dan.org/education-events/instructor-led-courses,Not clearly stated,Training service page,"DAN offers first-class safety training and education to divers, dive professionals, dive center operators and medical professionals around the world. DAN Instructors are among the most experienced and capable in the industry. Their passion for teaching combined with DAN’s ongoing commitment to keeping diver’s safe sets our programs apart.",Direct CTA not obvious from top page copy,Experience/tenure signal,Standard service-page structure,No public pricing surfaced in reviewed top-page content,DAN referenced; Safety/standards language,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,Emergency Oxygen - Divers Alert Network,https://dan.org/alert-diver/article/emergency-oxygen,Not clearly stated,Article / guide,"IT WAS A BEAUTIFUL, WARM SATURDAY IN THE PACIFIC NORTHWEST. We were conducting two checkout dives for an advanced open-water course at a popular dive site in Puget Sound. I [&hellip;]",Direct CTA not obvious from top page copy,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,DAN referenced; Oxygen referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,Oxygen Grant Programs - Divers Alert Network,https://dan.org/research-reports/grants-collaboration/oxygen-grant-programs,Not clearly stated,Program page,"Through the Oxygen Grant Program, DAN provides emergency oxygen units to non-profits, academic and scientific institutions, zoos, aquariums, and similar entities.",Direct CTA not obvious from top page copy,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,DAN referenced; Oxygen referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,Emergency Oxygen Cylinder Refills - Divers Alert Network,https://dan.org/alert-diver/article/emergency-oxygen-cylinder-refills,Not clearly stated,Article / guide,"The U.S. Food and Drug Administration (FDA) classifies oxygen as a drug when provided to an injured or ill person. It requires specific labeling and product controls and must be individually prescribed to someone suffering from an ailment. When used incorrectly, oxygen can cause damage to someone’s health.",Direct CTA not obvious from top page copy,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,Oxygen referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,Oxygen - Divers Alert Network,https://dan.org/alert-diver/article/oxygen,Not clearly stated,Article / guide,One of DAN&#039;s stated missions is to ensure that oxygen first aid equipment and people trained in its use are at every dive site.,Direct CTA not obvious from top page copy,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,DAN referenced; Oxygen referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,Basic Life Support: CPR &amp; First Aid - Divers Alert Network,https://dan.org/health-medicine/health-resources/quizzes/basic-life-support-cpr-first-aid,Not clearly stated,General landing page,Test your knowledge to ensure you know how to properly administer CPR and first aid.,Direct CTA not obvious from top page copy,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,CPR referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,Program Spotlight: Coast Guard Approves DAN Basic Life Support: CPR and First Aid - Divers Alert Network,https://dan.org/alert-diver/article/program-spotlight-coast-guard-approves-dan-basic-life-support-cpr-and-first-aid,Not clearly stated,Article / guide,"Heart attacks and other cardiac emergencies can happen anytime, anywhere and can be deadly without immediate medical intervention. A CPR certification will enable you to save a life no matter where you are.",Direct CTA not obvious from top page copy,Certification language,Standard service-page structure,No public pricing surfaced in reviewed top-page content,DAN referenced; CPR referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,How To Return To Diving Safely - Divers Alert Network,https://dan.org/education-events/shows-and-events/how-to-return-to-diving-safely,Not clearly stated,Article / guide,"Return To Diving Safely Your guide to getting back in the water Live Event: Thursday, May 20, 2021 7PM ET Have you been out of the water for a while? [&hellip;]",Direct CTA not obvious from top page copy,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,DAN referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,SSI Adopts “Powered By DAN” First Aid Programs - Divers Alert Network,https://dan.org/ssi-adopts-powered-by-dan-first-aid-programs,Not clearly stated,Training service page,"Divers Alert Network - DAN is excited to announce that the world’s largest business-based training agency, SSI (Scuba Schools International), is incorporating DAN’s curriculum into its first aid courses. SSI joins NAUI, IANTD, and SEI in embracing the Powered By DAN program.",Direct CTA not obvious from top page copy,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,DAN referenced; NAUI referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,"Stay Current, Stay Safe - Divers Alert Network",https://dan.org/alert-diver/article/stay-current-stay-safe,Not clearly stated,Article / guide,"Stay current, stay safe: Essential CPR and first aid training helps divers retain critical life-saving skills effectively.",Direct CTA not obvious from top page copy,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,CPR referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,Diving First Aid - First Aid - NAUI Worldwide,https://www.naui.org/learn/first-aid/diving-first-aid,Not clearly stated,Training service page,Beginner level courses are designed to introduce new divers to the fundamentals of diving. These courses provide the necessary skills and knowledge to dive,Direct CTA not obvious from top page copy,Trust signal light or generic,About section,No public pricing surfaced in reviewed top-page content,NAUI referenced; CPR referenced; Oxygen referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,DAN: Diving First Aid (DFA),https://blueplanetdc.com/courses/dan-dfa-pro,Not clearly stated,Training service page,"A dive emergency is rarely a single event. More often than not, separate small problems compound to create a larger emergency. The Fun Part The fun part about this training is learning scuba specific emergeny skills that allow you to become a more confident and compentent diver both above and below the surface. What You Learn The course includes the knowledge and skill development from each of the following DAN courses: Basic Life Support: CPR and First Aid Emergency Oxygen for Scuba Diving Injuries Neurological Assessment First Aid for Hazardous Marine Life Injuries In total, this accounts for knowledge and skill development of the following: CPR &amp; use of AEDs Neurological assessments Decompression illness and stroke Atmospheric gases Respiration and circulation Oxygen safety Oxygen first aid for scuba diving injuries Envenomations from marine life Traumatic injuries Life-threatening complications Seafood poisonings Avoidance of marine life injuries Prerequisites To enroll in the course you must: Care about other people and want to be able to act in a medical emergency The Scuba Gear You Use Scuba gear is not necessary to take this course. The Learning Materials You Need Once you are confirmed for the course, your instructor will email you access to DAN&#39;s comprehensive online training platform. 100% of the online class needs to be completed before the in-person training can begin, so be sure to start it right away! &nbsp; Your Next Adventure After completing the DFA course, take the PADI Rescue Diver course. Together, these courses round out your ability to handle scuba diver emergencies. For more information about this or other DAN or PADI courses have a chat with one of the Blue Planet Team members. &nbsp;",Register CTA,Team/expert framing,About section,No public pricing surfaced in reviewed top-page content,DAN referenced; PADI referenced; CPR referenced; Oxygen referenced; Safety/standards language,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,DAN Diving First AID (DFA) Professional Course,https://olympusdiving.com/courses/dan-diving-first-aid-dfa-professional-course,Not clearly stated,Training service page,"The Fun Part The fun part about Basic Life Support training is learning serious medical emergency response skills in an upbeat, positive environment. You gain the confidence that you are prepared to help in an emergency. What You Learn in the DAN Diving First Aid (DFA) for Professional&#39;s Course Knowledge Basic Sciences Emergency Preparation Bloodborne Pathogens Emergency Action Plans Response and Primary Assessment Scene Safety Assessment Neurological Assessment Oxygen Administration Cardiopulmonary Resuscitation AEDs Obstructed Airway &ndash; Adult and Infant Secondary Assessments Medical Emergencies Illness Assessment Asthma, Heart Attack, Blood Sugar, Seizure, Poisoning, Dehydration, Concussion, Tooth, Temperature Related Slips, Falls, Fractures, Splinting Burns Hazardous Marine Life Control of External Bleeding Bandaging and Wound Management Shock Skills Scene Safety Assessment and Barriers Initial Assessment and Poisoning Neurological Assessment Oxygen First Aid for Scuba Diving Injuries Demand Inhalator Valve Nonrebreather Mask Bag Valve Mask Manually Triggered Ventilator Full CPR including Rescue Breathing: Single- and Two- Rescuer Adult, Child, and Infant AEDs Obstructed Airway Suctioning Secondary Assessment Injury Management Splinting Pressure Immobilization Technique Control of External Bleeding Direct Pressure Tourniquet Wound Packing Allergic Reactions and Opioid Overdose Shock Management &nbsp; Your Next Adventure Besides the Divinf First Aid for Professionals course, Olympus offers additional training programs. After completing BLS, take the PADI&nbsp;Rescue Diver course&nbsp;to complete your Safe Diver&#39;s courses. &nbsp;Course Price: $245/person Class size is limited to 6 students Weekend or weekday scheduling formats, year-round The course price does not include DFA Student Pack and slate Certification Fee &nbsp;",Direct CTA not obvious from top page copy,Certification language; Team/expert framing,About section,Pricing or package language appears public,DAN referenced; PADI referenced; CPR referenced; Oxygen referenced; Safety/standards language,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,Diving First Aid for the Diving Professional - Red Alert Diving,https://redalertdiving.com/dan/diving-first-aid-for-the-diving-professional,Not clearly stated,Training service page,"People who dive as a part of their job or volunteer duties often need first-aid training to manage unique situations that may occur. DAN&#039;s Diving First Aid for Professional Divers (DFA Pro) course is designed for commercial, professional, aquarium and scientific divers, providing first-aid knowledge and skills specific to these work environments. It also provides [&hellip;]",Direct CTA not obvious from top page copy,Team/expert framing,Standard service-page structure,No public pricing surfaced in reviewed top-page content,DAN referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,DAN DFA Instructor with Pura Vida,https://pro.puravidadivers.com/dan-dfa-pro,Not clearly stated,Training service page,Dive professionals have a higher level of duty to respond to diving accidents. Equip yourself with the right training. Become a DAN DFA Pro.,Contact CTA,Team/expert framing,Conversion block,No public pricing surfaced in reviewed top-page content,DAN referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,Red Cross CPR Training,https://www.redcross.org/take-a-class/cpr,Not clearly stated,Training service page,"Official Red Cross website. Learn CPR, get certified, and gain lifesaving skills that can help you respond to breathing and cardiac emergencies.",Direct CTA not obvious from top page copy,Certification language,About section,No public pricing surfaced in reviewed top-page content,CPR referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,CPR Steps | How to Perform CPR | Red Cross,https://www.redcross.org/take-a-class/cpr/performing-cpr/cpr-steps,Not clearly stated,General landing page,Learn how to do CPR in 7 steps from the American Red Cross. Sign up for an in-person and/or online CPR class to be prepared for moments that matter.,Direct CTA not obvious from top page copy,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,CPR referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,CPR/AED Training | Learn to Use an AED | Red Cross,https://www.redcross.org/take-a-class/aed/aed-training,Not clearly stated,Training service page,Learn how to use an AED with CPR/AED training from the American Red Cross. Get certified in CPR/AED or refresh your skills - and learn how to help save a life.,Direct CTA not obvious from top page copy,Certification language,Standard service-page structure,No public pricing surfaced in reviewed top-page content,CPR referenced; AED referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,Get Official CPR/AED Certification | Red Cross,https://www.redcross.org/take-a-class/aed/aed-training/aed-certification,Not clearly stated,Training service page,Earn your CPR/AED certification. Discover how the American Red Cross can help you get AED certified &ndash; and learn how you can help when it,Direct CTA not obvious from top page copy,Certification language,Standard service-page structure,No public pricing surfaced in reviewed top-page content,CPR referenced; AED referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,"CPR, First Aid, AED Certification & Training | Red Cross",https://www.redcross.org/take-a-class/lp/cpr-first-aid-aed-certification-new-hero,Not clearly stated,Training service page,"Red Cross CPR, First Aid, and AED courses meet OSHA compliance, provide flexible course options, hands-on learning, expert instruction, 2-year certification, plus free training materials.",Direct CTA not obvious from top page copy,Certification language,Standard service-page structure,No public pricing surfaced in reviewed top-page content,CPR referenced; AED referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,American Heart Association CPR and First Aid,https://cpr.heart.org/,Not clearly stated,Training service page,"First Aid, CPR and Emergency Cardiovascular Care (ECC). Learn more about resuscitation science, training in your community or organization, and other CPR programs.",Direct CTA not obvious from top page copy,Trust signal light or generic,About section,No public pricing surfaced in reviewed top-page content,CPR referenced; AED referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,What is CPR | American Heart Association CPR & First Aid,https://cpr.heart.org/en/resources/what-is-cpr,Not clearly stated,Article / guide,"What is CPR and why is it so important? Learn about CPR steps, how to do CPR, and why AHA has a vision for a world where no one dies of cardiac arrest.",Direct CTA not obvious from top page copy,Trust signal light or generic,About section,No public pricing surfaced in reviewed top-page content,CPR referenced; AED referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
DAN DFA Pro / CPR / First Aid / AED / Emergency Oxygen training,PADI Emergency First Response (EFR) Course | Learn CPR &amp; First Aid,https://store.padi.com/en-us/courses/efr/p/60475-1B2C,Not clearly stated,Training service page,"Learn CPR, first aid, and emergency response skills with the PADI EFR course. Be prepared to help in diving and everyday situations.",Direct CTA not obvious from top page copy,Team/expert framing,Standard service-page structure,No public pricing surfaced in reviewed top-page content,PADI referenced; CPR referenced,Keep credential wording restrained while making real-world readiness benefits more concrete.,2026-06-16
Aquatic staff / lifeguard readiness training,Lifeguard Training & Certification | Red Cross,https://www.redcross.org/take-a-class/lifeguarding,Not clearly stated,Training service page,"Stay safe around water. With lifeguarding and water safety programs from the Red Cross, you can learn basic skills and train to be a lifeguard.",Direct CTA not obvious from top page copy,Certification language,About section,No public pricing surfaced in reviewed top-page content,Safety/standards language,Frame this as operational readiness and drills support rather than overclaiming certification outcomes.,2026-06-16
Aquatic staff / lifeguard readiness training,Lifeguard Training and Skills | Train to be a Lifeguard | Red Cross,https://www.redcross.org/take-a-class/lifeguarding/lifeguard-training,Not clearly stated,Training service page,Train to be a lifeguard with the American Red Cross. Call 1-800-Red-Cross to learn more about the best lifeguard training available in the nation.,Call CTA,Trust signal light or generic,About section,No public pricing surfaced in reviewed top-page content,No major compliance marker in top-page content,Frame this as operational readiness and drills support rather than overclaiming certification outcomes.,2026-06-16
Aquatic staff / lifeguard readiness training,Lifeguard Training & Certification in New Jersey | Red Cross,https://www.redcross.org/local/new-jersey/take-a-class/lifeguarding,Not clearly stated,Training service page,"Find Lifeguard Training in New Jersey. With Red Cross lifeguarding programs, you can learn basic skills and train to be a lifeguard.",Direct CTA not obvious from top page copy,Certification language,Standard service-page structure,No public pricing surfaced in reviewed top-page content,No major compliance marker in top-page content,Frame this as operational readiness and drills support rather than overclaiming certification outcomes.,2026-06-16
Aquatic staff / lifeguard readiness training,YMCA Lifeguard Training &amp; Certification | Lifeguard Classes,https://www.ymcanorth.org/swimming/certifications_and_training/lifeguard_training,Not clearly stated,Training service page,"American Red Cross Lifeguard training at YMCA of the North. Courses for new &amp; renewing lifeguards, including CPR &amp; First Aid.",Direct CTA not obvious from top page copy,Certification language,Standard service-page structure,No public pricing surfaced in reviewed top-page content,CPR referenced,Frame this as operational readiness and drills support rather than overclaiming certification outcomes.,2026-06-16
Aquatic staff / lifeguard readiness training,Waterfront Lifeguard Certification | Red Cross Classes,https://www.safeswim.com/waterfront-lifeguard-certification,Not clearly stated,Training service page,The Red Cross Waterfront Lifeguard certification course incorporates both the Lifeguard Training course with the Waterfront skills module.,Direct CTA not obvious from top page copy,Certification language,Standard service-page structure,No public pricing surfaced in reviewed top-page content,No major compliance marker in top-page content,Frame this as operational readiness and drills support rather than overclaiming certification outcomes.,2026-06-16
Aquatic staff / lifeguard readiness training,Waterfront Lifeguard Training - West Fair Swim,https://westfairswim.com/waterfront,Not clearly stated,Training service page,The purpose of the Waterfront Skills module is to teach currently certified ARC lifeguards the skills and knowledge. Learn more. Contact us.,Contact CTA,Certification language,Visual proof; Conversion block,No public pricing surfaced in reviewed top-page content,No major compliance marker in top-page content,Frame this as operational readiness and drills support rather than overclaiming certification outcomes.,2026-06-16
Aquatic staff / lifeguard readiness training,Waterfront Lifeguard Certification in Ashburnham MA,https://theaquaticconnection.com/winnekeagma-lgt-wf,Not clearly stated,Training service page,"Earn your American Red Cross Waterfront Lifeguard Certification at Camp Winnekeag in Ashburnham, MA. This blended learning course combines online coursework with in-person training, preparing you to prevent and respond to emergencies in both pool and open-water environments. Register for your Training Course Today!",Register CTA,Certification language,Conversion block,No public pricing surfaced in reviewed top-page content,No major compliance marker in top-page content,Frame this as operational readiness and drills support rather than overclaiming certification outcomes.,2026-06-16
Aquatic staff / lifeguard readiness training,Lifeguard Training Classes New York | Nassau County | Long Island | Suffolk County | Brooklyn,https://www.lifeguardtrainingny.com/,Not clearly stated,Training service page,"Lifeguard Training and certification classes in Nassau County Long Island, Suffolk County, Queens, and Brooklyn NY. We teach Lifeguarding, Junior Lifeguarding, Water Safety Instructor (WSI), Waterfront Lifeguarding, CPR/AED, First Aid, Lifeguard Management, and more.",Direct CTA not obvious from top page copy,Certification language; Team/expert framing,Standard service-page structure,No public pricing surfaced in reviewed top-page content,CPR referenced; AED referenced; Safety/standards language,Frame this as operational readiness and drills support rather than overclaiming certification outcomes.,2026-06-16
Aquatic staff / lifeguard readiness training,"Waterfront Lifeguard Training in Suffolk County, NY | Certification &amp; Requirements",https://www.lifeguardtrainingny.com/waterfront-lifeguard-suffolk-county.html,Not clearly stated,Training service page,"Get certified with our NYS-approved Waterfront Lifeguard training in Suffolk County. Learn lifesaving skills, meet prerequisites, and earn your 2-year certification to work at lakes, beaches, and open water sites.",Direct CTA not obvious from top page copy,Certification language,Standard service-page structure,No public pricing surfaced in reviewed top-page content,No major compliance marker in top-page content,Frame this as operational readiness and drills support rather than overclaiming certification outcomes.,2026-06-16
Aquatic staff / lifeguard readiness training,Lifeguard Certification Program | Aquatic Leaders | Ellis & Associates,https://jellis.com/services/lifeguard-certification,Not clearly stated,Training service page,Provide the industry-leading Lifeguard Certification and Recertification Programs the aquatics industry has to offer at your facility with Ellis &amp; Associates.,Direct CTA not obvious from top page copy,Certification language,Standard service-page structure,No public pricing surfaced in reviewed top-page content,No major compliance marker in top-page content,Frame this as operational readiness and drills support rather than overclaiming certification outcomes.,2026-06-16
Aquatic staff / lifeguard readiness training,"Lifeguard Training | Jeff Ellis & Associates, Inc.",https://jellis.com/classes/local-lifeguard-training,Not clearly stated,Training service page,"Lifeguard Training | Jeff Ellis & Associates, Inc. | World Class Aquatic Training Authorized Provider of IACET CEUs. | Lifeguard Training | Subscribe to Our Newsletter",Direct CTA not obvious from top page copy,Trust signal light or generic,Standard service-page structure,No public pricing surfaced in reviewed top-page content,No major compliance marker in top-page content,Frame this as operational readiness and drills support rather than overclaiming certification outcomes.,2026-06-16
